fname,thalami,midbrain,IT,CM,NT,nasal_tip,nasal_skin,risk_score,heuristic_label
256,0.7662193775177002,0.7230717539787292,0.6456938982009888,0.6700548529624939,0.5451738834381104,0.6465528607368469,0.6161782741546631,0.0,0
257,0.7646782398223877,0.740114152431488,0.7679474353790283,0.6589754223823547,0.5424798727035522,0.5412710309028625,0.6948482990264893,0.0,0
258,0.6834316253662109,0.7937150597572327,0.6553702354431152,0.5721137523651123,0.0,0.31328579783439636,0.0,1.19,1
259,0.7235004305839539,0.26987603306770325,0.5397284030914307,0.5399460792541504,0.4028954803943634,0.4215514063835144,0.0,0.68,0
26,0.6735314726829529,0.7925719618797302,0.6864835619926453,0.43781596422195435,0.25033122301101685,0.3082713782787323,0.0,0.94,0
260,0.6335187554359436,0.741195023059845,0.6897730827331543,0.4092141091823578,0.0,0.0,0.0,1.5,1
261,0.8329550623893738,0.8408082723617554,0.7067261934280396,0.5549168586730957,0.4911767840385437,0.0,0.0,1.01,1
262,0.6387549638748169,0.44437241554260254,0.732053816318512,0.4822971522808075,0.2968243956565857,0.0,0.0,1.2,1
263,0.6978315711021423,0.7626675367355347,0.6917798519134521,0.721409261226654,0.0,0.0,0.0,1.5,1
264,0.7322987914085388,0.7250227928161621,0.7046911120414734,0.38128775358200073,0.30111682415008545,0.41507595777511597,0.0,0.78,0
265,0.8045738935470581,0.6027507185935974,0.5248939394950867,0.27636733651161194,0.39880824089050293,0.5558345913887024,0.3107011318206787,0.29,0
266,0.8861181735992432,0.8288465738296509,0.7524512410163879,0.4175857603549957,0.26441076397895813,0.0,0.297387033700943,0.94,0
267,0.844281792640686,0.802987813949585,0.7476317882537842,0.5751157402992249,0.49912333488464355,0.39152178168296814,0.0,0.61,0
268,0.745848536491394,0.48338672518730164,0.7007600665092468,0.6554446220397949,0.0,0.337240606546402,0.35782015323638916,0.8,0
269,0.7410416603088379,0.7556982636451721,0.696255087852478,0.6912757754325867,0.0,0.0,0.0,1.5,1
27,0.7520420551300049,0.5583615899085999,0.6875669360160828,0.5820860266685486,0.41351115703582764,0.34963831305503845,0.0,0.74,0
270,0.708134114742279,0.6390150189399719,0.7371025681495667,0.4905967116355896,0.36419790983200073,0.3995773196220398,0.0,0.74,0
271,0.8784679174423218,0.8193959593772888,0.7270092964172363,0.6060395836830139,0.625129759311676,0.48073887825012207,0.2864867150783539,0.23,0
272,0.8365662097930908,0.7953490614891052,0.8262557983398438,0.7048363089561462,0.2811185419559479,0.48710891604423523,0.5359763503074646,0.23,0
273,0.774911105632782,0.7551883459091187,0.713742733001709,0.3171306550502777,0.2941606044769287,0.43220028281211853,0.0,0.77,0
274,0.7547963857650757,0.7874417304992676,0.7676486968994141,0.45618927478790283,0.336256206035614,0.3167511820793152,0.0,0.85,0
275,0.7400676012039185,0.748924970626831,0.8001348376274109,0.761050820350647,0.0,0.569014847278595,0.0,1.0,0
276,0.8584266901016235,0.5382850170135498,0.3382534384727478,0.0,0.5629907250404358,0.46122342348098755,0.3227110505104065,0.22,0
277,0.6940068602561951,0.6056484580039978,0.7071617841720581,0.33437588810920715,0.37943679094314575,0.2762081027030945,0.2668071985244751,0.58,0
278,0.8529175519943237,0.7573582530021667,0.8052968382835388,0.38890379667282104,0.0,0.40299543738365173,0.7950661182403564,0.6,0
279,0.7647368311882019,0.7062420845031738,0.6898412704467773,0.7678344249725342,0.0,0.3580774664878845,0.0,1.14,1
28,0.7131648063659668,0.0,0.30309465527534485,0.5719106197357178,0.3326095640659332,0.3513640761375427,0.0,0.82,0
280,0.7619198560714722,0.7857745289802551,0.7020537257194519,0.2843058109283447,0.4337739050388336,0.0,0.0,1.07,1
281,0.7843317985534668,0.6825053095817566,0.7095762491226196,0.6445249319076538,0.31960389018058777,0.7605238556861877,0.49717622995376587,0.18,0
282,0.7108490467071533,0.7612196803092957,0.6212912201881409,0.43981504440307617,0.0,0.0,0.6145498752593994,1.0,0
283,0.8591325283050537,0.7151198387145996,0.6944388747215271,0.6239820718765259,0.4151161313056946,0.25546425580978394,0.0,0.83,0
284,0.816955029964447,0.8239917755126953,0.7003867626190186,0.2770892083644867,0.5032335519790649,0.3615820109844208,0.0,0.64,0
285,0.8142718076705933,0.7828825116157532,0.7393161654472351,0.6879058480262756,0.3690912425518036,0.3488936126232147,0.35471591353416443,0.43,0
286,0.7909905910491943,0.5844965577125549,0.3900269567966461,0.6531804800033569,0.2764051854610443,0.5419931411743164,0.5815697312355042,0.22,0
287,0.8133288025856018,0.7794564962387085,0.7520591616630554,0.7953428030014038,0.25796765089035034,0.6727307438850403,0.5874173641204834,0.24,0
288,0.7425593733787537,0.782162606716156,0.29772570729255676,0.6622155904769897,0.0,0.3621039092540741,0.0,1.14,1
289,0.8875041007995605,0.8324012756347656,0.7835721373558044,0.7136602401733398,0.29884105920791626,0.37351199984550476,0.0,0.83,0
29,0.8275713920593262,0.7443519234657288,0.6779627203941345,0.6692265868186951,0.0,0.0,0.0,1.5,1
290,0.7541137337684631,0.7281022071838379,0.5454344749450684,0.7250555157661438,0.2811259627342224,0.0,0.0,1.22,1
291,0.8143824338912964,0.5631060600280762,0.42760491371154785,0.6905714869499207,0.0,0.2543247938156128,0.0,1.25,1
292,0.8388741612434387,0.7613145112991333,0.6122992634773254,0.5465308427810669,0.49816402792930603,0.3333169221878052,0.0,0.67,0
293,0.8551135063171387,0.6741650700569153,0.6455590724945068,0.6782422661781311,0.26506733894348145,0.5096330642700195,0.7476826906204224,0.23,0
